id,name,Team,inj,pos_1,pos_2,pos_3,opp
55506,Dusan Tadic,Southampton,FALSE,W,,,
59331,Dwight Gayle,Crystal Palace,FALSE,S,,,
55341,Eden Hazard,Chelsea,FALSE,S,,,
57831,Eder,Swansea,FALSE,S,,,
57576,Eliaquim Mangala,Manchester City,FALSE,DC,,,
55551,Emre Can,Liverpool,FALSE,MC,,,
59616,Enner Valencia,West Ham,FALSE,S,,,
55131,Eric Dier,Tottenham,FALSE,DC,,,
55701,Erik Lamela,Tottenham,FALSE,S,,,
54996,Erik Pieters,Stoke,FALSE,FB,,,
54576,Etienne Capoue,Watford,FALSE,MC,,,
57756,Eunan O'Kane,Bournemouth,FALSE,MC,,,
58821,Fabian Delph,Manchester City,FALSE,MC,,,
58206,Fabio Borini,Sunderland,FALSE,S,,,
54906,Fabricio Coloccini,Newcastle United,FALSE,DC,,,
58716,Falcao,Chelsea,FALSE,S,,,
56796,Federico Fern ndez,Swansea,FALSE,DC,,,
55086,Fernandinho,Manchester City,FALSE,MC,,,
58911,Fernando,Manchester City,FALSE,MC,,,
58026,Florian Thauvin,Newcastle United,FALSE,W,,,
59826,Fraizer Campbell,Crystal Palace,FALSE,S,,,
57846,Francis Coquelin,Arsenal,FALSE,MC,,,
59016,Gabriel Agbonlahor,Aston Villa,FALSE,S,,,
59676,Gabriel Obertan,Newcastle United,FALSE,W,,,
59181,Gabriel Paulista,Arsenal,FALSE,DC,,,
61116,Ga‰l Clichy,Manchester City,FALSE,FB,,,
54486,Gareth Barry,Everton,FALSE,MC,,,
56451,Gareth McAuley,West Bromwich Albion,FALSE,DC,,,
57801,Gary Cahill,Chelsea,FALSE,DC,,,
57981,Gary O'Neil,Norwich,FALSE,MC,,,
55896,Geoff Cameron,Stoke,FALSE,MC,,,
54921,Georginio Wijnaldum,Newcastle United,FALSE,W,,,
56046,Gerard Deulofeu,Everton,FALSE,S,,,
55521,Glen Johnson,Stoke,FALSE,FB,,,
56181,Glenn Murray,Bournemouth,FALSE,S,,,
55011,Glenn Whelan,Stoke,FALSE,MC,,,
59766,G”khan Inler,Leicester,FALSE,MC,,,
57201,Graham Dorrans,Norwich,FALSE,MC,,,
56316,Graziano Pell_,Southampton,FALSE,S,,,
60726,Guillermo Varela,Manchester United,FALSE,FB,,,
54831,Gylfi Sigurdsson,Swansea,FALSE,S,,,
59001,Harry Arter,Bournemouth,FALSE,MC,,,
54366,Harry Kane,Tottenham,FALSE,S,,,
56076,Hector Beller¡n,Arsenal,FALSE,FB,,,
54516,Heurelho Gomes,Watford,FALSE,GK,,,
55611,Hugo Lloris,Tottenham,FALSE,GK,,,
56331,Ibrahim Afellay,Stoke,FALSE,S,,,
56136,Idrissa Gueye,Aston Villa,FALSE,MC,,,
54561,Ikechi Anya,Watford,FALSE,FB,,,
54981,Jack Butland,Stoke,FALSE,GK,,,
56841,Jack Colback,Newcastle United,FALSE,MC,,,
56241,Jack Cork,Swansea,FALSE,MC,,,
58161,Jack Grealish,Aston Villa,FALSE,S,,,
57771,Jack Rodwell,Sunderland,FALSE,MC,,,
60231,James Chester,West Bromwich Albion,FALSE,FB,,,
58881,James Collins,West Ham,FALSE,DC,,,
54771,James McArthur,Crystal Palace,FALSE,MC,,,
56646,James McCarthy,Everton,FALSE,MC,,,
55941,James McClean,West Bromwich Albion,FALSE,W,,,
56916,James Milner,Liverpool,FALSE,MC,,,
56406,James Morrison,West Bromwich Albion,FALSE,S,,,
55866,James Tomkins,West Ham,FALSE,FB,,,
56031,James Ward-Prowse,Southampton,FALSE,W,,,
54666,Jamie Vardy,Leicester,FALSE,S,,,
54336,Jan Vertonghen,Tottenham,FALSE,DC,,,
54756,Jason Puncheon,Crystal Palace,FALSE,W,,,
59106,Jay Rodriguez,Southampton,FALSE,W,,,
56226,Jefferson Montero,Swansea,FALSE,W,,,
57141,Jeffrey Schlupp,Leicester,FALSE,FB,,,
57156,Jeremain Lens,Sunderland,FALSE,W,,,
56706,Jermain Defoe,Sunderland,FALSE,S,,,
59421,Jesse Lingard,Manchester United,FALSE,W,,,
56016,Jes£s Navas,Manchester City,FALSE,W,,,
59871,Joe Allen,Liverpool,FALSE,MC,,,
55971,Joe Hart,Manchester City,FALSE,GK,,,
59346,Joe Ledley,Crystal Palace,FALSE,MC,,,
58986,Joel Campbell,Arsenal,FALSE,W,,,
57786,Joel Ward,Crystal Palace,FALSE,FB,,,
57651,John O'Shea,Sunderland,FALSE,DC,,,
59151,John Obi Mikel,Chelsea,FALSE,MC,,,
57186,John Ruddy,Norwich,FALSE,GK,,,
55731,John Stones,Everton,FALSE,DC,,,
57216,John Terry,Chelsea,FALSE,DC,,,
57561,Joleon Lescott,Aston Villa,FALSE,DC,,,
57606,Jonas Olsson,West Bromwich Albion,FALSE,DC,,,
57291,Jonathan Walters,Stoke,FALSE,W,,,
56211,Jonjo Shelvey,Swansea,FALSE,MC,,,
57021,Jonny Evans,West Bromwich Albion,FALSE,DC,,,
54726,Jonny Howson,Norwich,FALSE,W,,,
58296,Jordan Amavi,Aston Villa,FALSE,FB,,,
56601,Jordan Ayew,Aston Villa,FALSE,S,,,
59271,Jordan Henderson,Liverpool,FALSE,MC,,,
57396,Jordan Veretout,Aston Villa,FALSE,S,,,
61176,Jordi Amat,Swansea,FALSE,DC,,,
59586,Jordi G¢mez,Sunderland,FALSE,MC,,,
56901,Jordon Ibe,Liverpool,FALSE,W,,,
58416,Jordon Mutch,Crystal Palace,FALSE,S,,,
59436,Jordy Clasie,Southampton,FALSE,MC,,,
60156,Jores Okore,Aston Villa,FALSE,DC,,,
60996,Jose µngel Crespo,Aston Villa,FALSE,DC,,,
54936,Jose Fonte,Southampton,FALSE,DC,,,
60006,Jose Holebas,Watford,FALSE,FB,,,
59121,Joselu,Stoke,FALSE,S,,,
59721,Joseph Gomez,Liverpool,FALSE,FB,,,
56571,Joshua King,Bournemouth,FALSE,S,,,
58686,Juan Carlos Paredes,Watford,FALSE,W,,,
54321,Juan Mata,Manchester United,FALSE,W,,,
58551,Junior Stanislas,Bournemouth,FALSE,W,,,
57411,Jurado,Watford,FALSE,W,,,
61221,Karl Darlow,Newcastle United,FALSE,GK,,,
54621,Kasper Schmeichel,Leicester,FALSE,GK,,,
58056,Kelechi Iheanacho,Manchester City,FALSE,S,,,
61041,Kelvin Davis,Southampton,FALSE,GK,,,
59781,Kenedy,Chelsea,FALSE,FB,,,
57006,Kevin De Bruyne,Manchester City,FALSE,W,,,
60351,Kevin Mbabu,Newcastle United,FALSE,FB,,,
58326,Kevin Mirallas,Everton,FALSE,S,,,
60516,Kevin Nolan,West Ham,FALSE,S,,,
55851,Ki Sung-yueng,Swansea,FALSE,MC,,,
58476,Kieran Gibbs,Arsenal,FALSE,FB,,,
59031,Kieran Richardson,Aston Villa,FALSE,W,,,
60666,Kieran Trippier,Tottenham,FALSE,W,,,
55836,Kurt Zouma,Chelsea,FALSE,DC,,,
59811,Kyle Bartley,Swansea,FALSE,DC,,,
56781,Kyle Naughton,Swansea,FALSE,FB,,,
55116,Kyle Walker,Tottenham,FALSE,FB,,,
56256,Laurent Koscielny,Arsenal,FALSE,DC,,,
57096,Leandro Bacuna,Aston Villa,FALSE,FB,,,
57171,Lee Cattermole,Sunderland,FALSE,MC,,,
59571,Lee Tomlin,Bournemouth,FALSE,S,,,
60171,Leighton Baines,Everton,FALSE,FB,,,
58461,Leon Britton,Swansea,FALSE,MC,,,
57636,Leonardo Ulloa,Leicester,FALSE,S,,,
59481,Lewis Grabban,Norwich,FALSE,S,,,
59226,Lo‹c Remy,Chelsea,FALSE,S,,,
56976,Lucas Leiva,Liverpool,FALSE,MC,,,
54786,Lukasz Fabianski,Swansea,FALSE,GK,,,
59646,Luke Shaw,Manchester United,FALSE,FB,,,
56301,Maarten Stekelenburg,Southampton,FALSE,GK,,,
58596,Mamadou Sakho,Liverpool,FALSE,DC,,,
57936,Mame Biram Diouf,Stoke,FALSE,S,,,
57621,Manuel Lanzini,West Ham,FALSE,S,,,
54651,Marc Albrighton,Leicester,FALSE,W,,,
59706,Marc Muniesa,Stoke,FALSE,DC,,,
58086,Marc Pugh,Bournemouth,FALSE,W,,,
60306,Marc Wilson,Stoke,FALSE,DC,,,
61146,Marcin Wasilewski,Leicester,FALSE,DC,,,
56871,Marco Van Ginkel,Stoke,FALSE,MC,,,
59601,Marcos Rojo,Manchester United,FALSE,FB,,,
55446,Mark Noble,West Ham,FALSE,S,,,
55626,Marko Arnautovic,Stoke,FALSE,W,,,
59931,Marouane Chamakh,Crystal Palace,FALSE,S,,,
58536,Marouane Fellaini,Manchester United,FALSE,S,,,
58146,Mart¡n Demichelis,Manchester City,FALSE,DC,,,
59196,Martin Kelly,Crystal Palace,FALSE,FB,,,
58176,Martin Olsson,Norwich,FALSE,FB,,,
55911,Martin Skrtel,Liverpool,FALSE,DC,,,
61206,Marvin Emnes,Swansea,FALSE,S,,,
59256,Massadio Haidara,Newcastle United,FALSE,FB,,,
60501,Mathieu Debuchy,Arsenal,FALSE,FB,,,
58926,Mathieu Flamini,Arsenal,FALSE,MC,,,
61191,Matt Grimes,Swansea,FALSE,MC,,,
54411,Matt Ritchie,Bournemouth,FALSE,W,,,
59511,Matt Targett,Southampton,FALSE,FB,,,
57066,Matteo Darmian,Manchester United,FALSE,FB,,,
59076,Matthew Jarvis,Norwich,FALSE,W,,,
56826,Mauro Z rate,West Ham,FALSE,W,,,
59991,Max Gradel,Bournemouth,FALSE,W,,,
57531,Maya Yoshida,Southampton,FALSE,DC,,,
56511,Memphis Depay,Manchester United,FALSE,S,,,
55401,Mesut ™zil,Arsenal,FALSE,S,,,
57111,Micah Richards,Aston Villa,FALSE,DC,,,
56526,Michael Carrick,Manchester United,FALSE,MC,,,
59391,Michail Antonio,West Ham,FALSE,W,,,
60771,Michel Vorm,Tottenham,FALSE,GK,,,
58656,Miguel Britos,Watford,FALSE,DC,,,
60201,Miguel Lay£n,Watford,FALSE,W,,,
58431,Mile Jedinak,Crystal Palace,FALSE,MC,,,
58581,Modou Barrow,Swansea,FALSE,S,,,
57366,Morgan Schneiderlin,Manchester United,FALSE,MC,,,
56556,Mousa Dembele,Tottenham,FALSE,MC,,,
55491,Moussa Sissoko,Newcastle United,FALSE,W,,,
60591,Muhamed Besic,Everton,FALSE,MC,,,
54681,N'Golo Kante,Leicester,FALSE,MC,,,
59976,Nabil Bentaleb,Tottenham,FALSE,MC,,,
57381,Nacer Chadli,Tottenham,FALSE,W,,,
54861,Nacho Monreal,Arsenal,FALSE,FB,,,
57681,Nathan Ake,Watford,FALSE,FB,,,
55236,Nathan Redmond,Norwich,FALSE,W,,,
55026,Nathaniel Clyne,Liverpool,FALSE,FB,,,
54801,Neil Taylor,Swansea,FALSE,FB,,,
55311,Nemanja Matic,Chelsea,FALSE,MC,,,
57696,Nicol s Otamendi,Manchester City,FALSE,DC,,,
58896,Nikica Jelavic,West Ham,FALSE,S,,,
54546,Nyom,Watford,FALSE,FB,,,
54606,Odion Ighalo,Watford,FALSE,S,,,
58491,Ola Toivonen,Sunderland,FALSE,MC,,,
54876,Olivier Giroud,Arsenal,FALSE,S,,,
57591,Oriol Romeu,Southampton,FALSE,MC,,,
57486,Oscar,Chelsea,FALSE,S,,,
60636,Pablo Zabaleta,Manchester City,FALSE,FB,,,
55821,Pape Souare,Crystal Palace,FALSE,FB,,,
57516,Papiss Demba Cisse,Newcastle United,FALSE,S,,,
59856,Patrick McNair,Manchester United,FALSE,DC,,,
56676,Patrick van Aanholt,Sunderland,FALSE,FB,,,
58251,Paul Dummett,Newcastle United,FALSE,FB,,,
60741,Paulo Gazzaniga,Southampton,FALSE,GK,,,
56961,Pedro,Chelsea,FALSE,W,,,
57996,Pedro Obiang,West Ham,FALSE,MC,,,
57231,Per Mertesacker,Arsenal,FALSE,DC,,,
54846,Petr Cech,Arsenal,FALSE,GK,,,
60951,Phil Bardsley,Stoke,FALSE,FB,,,
58311,Phil Jagielka,Everton,FALSE,DC,,,
58941,Phil Jones,Manchester United,FALSE,DC,,,
57306,Philipp Wollscheid,Stoke,FALSE,DC,,,
56346,Philippe Coutinho,Liverpool,FALSE,W,,,
55581,Raheem Sterling,Manchester City,FALSE,W,,,
58011,Ramires,Chelsea,FALSE,W,,,
57666,Ramiro Funes Mori,Everton,FALSE,DC,,,
60051,Reece Oxford,West Ham,FALSE,MC,,,
55956,Rickie Lambert,West Bromwich Albion,FALSE,S,,,
58401,Ritchie de Laet,Leicester,FALSE,FB,,,
55221,Riyad Mahrez,Leicester,FALSE,W,,,
54696,Robbie Brady,Norwich,FALSE,FB,,,
58626,Robert Elliot,Newcastle United,FALSE,GK,,,
55206,Robert Huth,Leicester,FALSE,DC,,,
56376,Roberto Firmino,Liverpool,FALSE,S,,,
54501,Romelu Lukaku,Everton,FALSE,S,,,
54471,Ross Barkley,Everton,FALSE,MC,,,
60066,Ruben Loftus-Cheek,Chelsea,FALSE,S,,,
54441,Rudy Gestede,Aston Villa,FALSE,S,,,
56721,Russell Martin,Norwich,FALSE,FB,,,
58641,Ryan Bennett,Norwich,FALSE,DC,,,
57711,Ryan Bertrand,Southampton,FALSE,FB,,,
58281,Ryan Mason,Tottenham,FALSE,MC,,,
58971,Ryan Shawcross,Stoke,FALSE,DC,,,
54951,Sadio Mane,Southampton,FALSE,S,,,
57321,Saido Berahino,West Bromwich Albion,FALSE,S,,,
56466,Salom¢n Rond¢n,West Bromwich Albion,FALSE,S,,,
59286,Samir Nasri,Manchester City,FALSE,W,,,
57246,Santi Cazorla,Arsenal,FALSE,MC,,,
55251,Scott Dann,Crystal Palace,FALSE,DC,,,
57126,Scott Sinclair,Aston Villa,FALSE,W,,,
56151,Seamus Coleman,Everton,FALSE,FB,,,
56691,Sebasti n Coates,Sunderland,FALSE,DC,,,
58101,Sebastian Larsson,Sunderland,FALSE,MC,,,
58371,Sebastian Pr”dl,Watford,FALSE,DC,,,
54711,Sebastien Bassong,Norwich,FALSE,DC,,,
57951,Sergio AgÅero,Manchester City,FALSE,S,,,
59961,Sergio Romero,Manchester United,FALSE,GK,,,
58116,Shane Long,Southampton,FALSE,S,,,
55761,Shinji Okazaki,Leicester,FALSE,S,,,
57921,Siem de Jong,Newcastle United,FALSE,S,,,
54381,Simon Francis,Bournemouth,FALSE,DC,,,
55536,Simon Mignolet,Liverpool,FALSE,GK,,,
58221,Son Heung-Min,Tottenham,FALSE,W,,,
58611,Stephane Sessegnon,West Bromwich Albion,FALSE,S,,,
55716,Steve Cook,Bournemouth,FALSE,DC,,,
60291,Steven Caulker,Southampton,FALSE,DC,,,
54966,Steven Davis,Southampton,FALSE,W,,,
56166,Steven Fletcher,Sunderland,FALSE,S,,,
58356,Steven Naismith,Everton,FALSE,W,,,
60576,Steven Taylor,Newcastle United,FALSE,DC,,,
59046,Steven Whittaker,Norwich,FALSE,FB,,,
58851,Sylvain Distin,Bournemouth,FALSE,DC,,,
57501,Theo Walcott,Arsenal,FALSE,W,,,
59061,Thibaut Courtois,Chelsea,FALSE,GK,,,
54456,Tim Howard,Everton,FALSE,GK,,,
59091,Tim Krul,Newcastle United,FALSE,GK,,,
54351,Toby Alderweireld,Tottenham,FALSE,DC,,,
58806,Tom Carroll,Tottenham,FALSE,MC,,,
58341,Tom Cleverley,Everton,FALSE,W,,,
59661,Tommy Elphick,Bournemouth,FALSE,DC,,,
54591,Troy Deeney,Watford,FALSE,S,,,
59736,Tyias Browning,Everton,FALSE,FB,,,
60141,Vadis Odjidja-Ofoe,Norwich,FALSE,S,,,
58386,Valon Behrami,Watford,FALSE,MC,,,
60546,Victor Anichebe,West Bromwich Albion,FALSE,S,,,
58566,Victor Moses,West Ham,FALSE,W,,,
55881,Victor Wanyama,Southampton,FALSE,MC,,,
58761,Vincent Kompany,Manchester City,FALSE,DC,,,
57036,Virgil van Dijk,Southampton,FALSE,DC,,,
60756,Vito Mannone,Sunderland,FALSE,GK,,,
55476,Vurnon Anita,Newcastle United,FALSE,MC,,,
57726,Wayne Hennessey,Crystal Palace,FALSE,GK,,,
56541,Wayne Rooney,Manchester United,FALSE,S,,,
58446,Wayne Routledge,Swansea,FALSE,W,,,
60696,Wes Brown,Sunderland,FALSE,DC,,,
56736,Wes Hoolahan,Norwich,FALSE,S,,,
54636,Wes Morgan,Leicester,FALSE,DC,,,
56436,Wilfried Bony,Manchester City,FALSE,S,,,
55266,Wilfried Zaha,Crystal Palace,FALSE,W,,,
55356,Willian,Chelsea,FALSE,W,,,
60606,Willy Caballero,Manchester City,FALSE,GK,,,
57876,Winston Reid,West Ham,FALSE,DC,,,
56946,Xherdan Shaqiri,Stoke,FALSE,W,,,
55596,Yann M'Vila,Sunderland,FALSE,MC,,,
56196,Yannick Bolasie,Crystal Palace,FALSE,S,,,
56001,Yaya Toure,Manchester City,FALSE,MC,,,
60096,Yoan Gouffran,Newcastle United,FALSE,MC,,,
55281,Yohan Cabaye,Crystal Palace,FALSE,S,,,
57441,Younes Kaboul,Sunderland,FALSE,DC,,,
59916,Youssouf Mulumbu,Norwich,FALSE,MC,,,
